title,author,poem
하얀 숲들이 고요함을 위해 다시 일하는 시간  실바람의 강인함을 캐내어,정세일,"하얀 숲들이 고요함을 위해 다시 일하는 시간
실바람의 강인함을 캐내어
바위를 만들고
노래의 언덕을 곱게 다듬어 놓으면
저녁 하늘의 붉음이
노을의 다정함으로 
꽃들의 옷으로 입어보고 싶어 하는
하얀 그리움이 있어.
이내 별빛이 보내온
그리움의 눈물은
어제 곱게 잠들어 있는 곳으로 
천사들의 날개를 보내어
푸른 하늘의 정교함을
마음에 잉크 한 방울로 곱게 물들이고
당신만이 가을이라고 알고 있는
숲들의 고요함이
나뭇잎 하나에 나누어 놓은
실바람의 의자를 깨워
꽃들의 대장간으로 보내 
아름다움의 옷깃을 두드릴 수 있는 시간을 만들고 있습니다.
노래들이 느리게 가야 하는 길
작은 망치를 가져와
강물의 단단한 껍질을 벗기어내면
그 안에 숨어있는
안개 같은 하얀 애태움이 
들려주고 싶어 하는
벽난로가 있는
노을이 불태운 
강물의 따듯한 저녁 물결들
이제 숲의 저녁 그리움은
다시 안개의 마음으로 가져야 할 
외로움의 모퉁이를
단풍잎이 짓이긴 진흙을 바르고  
곱게 다듬어 
별들의 들어있는 그림을 그려
향기의 미끄러짐 안에 
고요함으로 남김없이 태우면
별들이 이슬비 눈물을 담을 수 있는 
정교함의 생각 느낌으로  만들어 집니다  당신의 숲에서"
개구리,이재봉,"빨리 숨어 
유혈목이 나타났어
누군가가 소리쳤지만 수컷 는 
도망이란 없다
유유히 암컷 주위를 맴돌며 
턱밑의 울음주머니를 한껏 부풀리며 
으스댄다
어쩌자고 개구리는 저렇게 
목숨을 위태롭게 하는 쪽으로 
뛰어가는 걸까"
개구리,이재봉,"빨리 숨어 
유혈목이 나타났어
누군가가 소리쳤지만 수컷 는 
도망이란 없다
유유히 암컷 주위를 맴돌며 
턱밑의 울음주머니를 한껏 부풀리며 
으스댄다
어쩌자고 개구리는 저렇게 
목숨을 위태롭게 하는 쪽으로 
뛰어가는 걸까"
쥐 똥나무의 독백,도지현,"그렇지 않아도
울타리로 사용해서
울화통이 터지는데
하필 제일 더러운 똥이라니

거기에 보기만 해도 
끔찍스럽게 징그러운
쥐란 동물의 이름과 합해
아무리 관용을 베푼다 해도
기분이 나쁘고 속상하다

내가 품어 내는 향기만 해도
가던 이의 발길을 멈추게 하고
내가 풍기는 향기라는 것을
알게 되어 한 번 더 보고 가는데

언제나 나는 정원 한가운데서
정원사의 부드러운 손길로
아름답게 꾸며 줄 수 있을까
사람들의 눈길을 사로잡을 수 있을까"
고운 마음의 깊은 곳에 있는 흐느낌  봄이 먼저 가버린 곳에,정세일,"고운 마음의 깊은 곳에 있는 흐느낌
봄이 먼저 가버린 곳에
나비들의 마음은 아직 어리고
외로움이라는 존재는
안개처럼 자신의 손이 없어
스스로 날개를 입을 수 없는 
그 애태움을 
바람이 입혀주어야
자신의 모습을 다시 돌아볼 수 있는
그 노래들이 꿈이 되는 날
바람의 언덕을 지나오면
스스로 노을처럼
저녁 하늘에 생각하는
창문을 만들어 놓고
붉음이라는 눈물의 등대 위에
하얀 불꽃으로
꽃들의 생각이 이렇게
나리꽃처럼 책을 읽어주는
아름다움이 만들어 놓은
그리움이 안개처럼 지나간 곳이 당신의 마음에 있습니다
아름다움이라는
고요함이 만들어 놓은 숲속
그길로 언제가 
별들의 하얀 느낌표들이
서로의 시작이 기댈 수 있는
꿈의 언덕을 
아지랑이 무대 뒤에
동화 속에 주인공이 되어
개미와 베짱이의 가면 뒤에 숨어있는
푸른 동굴을 꺼내 
하얀 계단을 연습하는
마음이 주는 입김들을
안개꽃의 골목길에도
저녁 어스름이 보이도록 
노래의 가로등이 순서대로 켜지는 
강물의 이름을 봄의 마음에 넣어두고 당신을 기다립니다.
별빛 과자를 숨겨놓은
바람의 선반이 찾아낸 
그 흔들림이 빛날 수 있도록"
어록,최남균,"젊은이는 늙고
늙은이는 죽는다

잊고 살아야 살아진다

벼랑 끝 퇴색한 자아 앞에선
노학자의 회한이 엿보인다"
붉은 심장,최남균,"아직도 식지 않은 뜨거운 심장이여
누가 후미진 도시에 변죽을 울리는가

서서히 식어가는 붉은 청춘이여
운명의 장난이라고 말 마소"
고운 새소리 바람이 되어 그리운 날에  천년의 숲을 날아,정세일,"고운 새소리 바람이 되어 그리운 날에
천년의 숲을 날아
마음에 생각만 해도 나무들이 견고하게 서 있는
산비탈에 넘어지지 않도록
여섯 네모 석영처럼
빛나는 면을 곱게 만들어
그렇게 소중하게
아침의 마음에
따듯함의 손끝으로 넣어두고
처음과 끝의 길이에
노을의 저울을 가져와
바람의 모양과
숲의 느낌을
차례대로 서로 균형을 이룰 수 있도록
바람의 나사를 조절하여
숲의 날들에
종달새의 느낌대로 느낌표를 울리게 합니다
바람이라는 마음
그리고 느낌이라는 생각
오래됨의 낮아짐을 개미들의
몰래 숨겨놓은  
동굴로 만들어
가볍게 펼쳐 보일 수 있는 
노래의 마음마저 닿을 수 있는
노란색으로 기워 
한 겹의 바람이 가벼운 천으로
누구나 새들의 
다정한 악보를 만들 수 있는 곳이면
풀잎을 위한 푸름의 기초
어제의 나무들의 기다림은 
자신을 내어주고 
단단함으로 바람이 불어온다고 말하는 
어머니의 숲으로 꿈을 한 장 접어 보내옵니다
아름다움의 깊이마다
어머니의 눈물이 
그토록 시냇물의 졸졸거림과
새들의 속삭임에 알려주는 
강물의 돌아서 가는 긴 여정을 
스스로 준비하고 기다림을 멀리서 바라봅니다."
사랑의 고백,이남일,"좋아하면서도
좋아한다 말하지 못한 것은
아픔입니다.
 
사랑하면서도
사랑한다 고백하지 못한 것은
고통입니다.

꽃이 필 때 
아름답다고 말하지 못한 것은
돌이킬 수 없는 슬픔입니다.

사랑을 토해내지 못한 
침묵은 끝내
가슴에 깊은 상처로 남았습니다.

해서는 안 될 말보다 
상처를 주는 것은
정작
해야 할 말을 하지 못한 것입니다."
두만강 푸른 물은,김윤자,"연변 도문 시가지를 가로질러
맞닿은 그곳에
기가 막힌 강, 뜨거운 강이 있다.
긴 둑을 타고 걷다가 아래로 내려가서
꿈속의 강과 상면하였으니
사랑이다. 연민이다.
하구에는 복스런 풀이 넘실거리고
물줄기가 약한 곳에는
자갈이 자유로이 구르는데
주황색 구명조끼를 입고
가난한 뗏목에 앉아
강목을 오르내리는 사람들
절반은 중국 소유, 절반은 북한 소유
슬픈 강물을 보듬는다.
바짝 다가가 물을 보니
 간 곳 없고
함북의 철광에서 녹아 흘러든 누런 물이
큰 눈으로 응시하며
푸른 물이 여물어 황금빛이라고
한반도의 발원강은 꼿꼿한 자존으로 흐르고 있다.

 
두만강 푸른 물은서울시정일보 2014년 8월 19일자 게재"
비엔나 링거리,김윤자,"언제나, 어느 곳에나
한 시대가 흐르고
새로운 물결이 밀려올 때는
마디의 상채기가 있듯이
비엔나의 링거리 역시
겉으로는 화려한 자유가 넘실거리지만
고뇌와 아픔으로 탄생된 거리라고
왕정에서 공화정으로 바뀌면서
구시가지로 에워싸고 있는
거대한 성벽을 거두어내는 일이
어디 쉬웠겠는가
도나우 운하를 향하여
반지처럼, 바지를 벗어 놓은 모양처럼
둥글다 하여, 링거리
걸어도 걸어도 쏟아져 다가오는
고전에서 바로크 양식까지
중세문명의 찬란한 꽃, 보물의 축제
이천 년이 넘는 역사 속에서 꼿꼿이 지켜온
빈의 자존, 빈의 생명줄이다.

  김윤자 시집 블레드성 펜의 불꽃"
블레드 호수,김윤자,"언제부터 이곳에 살았는지
나이가 몇 살인지 묻지 않으마
알프스 산의 정기를 품고 내려온
빙하의 선녀가
블레드 성의 따슨 품에 안겨
에메랄드 빛 행복을
노래하는 거라고, 그러다가
성을 닮은 우람한 아이
섬 하나 낳아 오롯이 키워 놓고
그 섬을 향해 노젖는 손길마다
그 섬을 찾아가는 낯선 걸음마다
축복의 종소리를
선사하도록 가르치는
슬로베니아의 어머니가 된 거라고
그렇게 바라보면 될까

  김윤자 시집 블레드성 펜의 불꽃"
달무리 노래의 마음으로 만들어진  그리움을 위한  꿈의 다정함,정세일,"달무리 노래의 마음으로 만들어진
그리움을 위한
꿈의 다정함
눈물의 위로를 위해
반달의 주머니 안에 따듯함을
살며시 기워놓아
초록색의 한 박자는 그 느림으로
쉼표의 언덕에서
풀잎이 지는
고운 노을의 물감으로 순수를 물들여
풀잎들이 마음이 되는
오월이 소낙비
그 깨어짐과 다시 만남의 반복을
일개미들의 합창에 그 느낌을 다시 알려줍니다
그렇게 소리의 마음이
까다로움이 아닌
별빛으로 다시 빛나게 될 때
하나둘 주어보는
푸른 풀잎들의 물방울
이렇게 강물의 마음을 만져
외로움을 덜어내고
그리움의 시간에 보내야 할
고운 노래와 숲의 만남
꽃들의 시간이
모래로 쌓아놓은 하얀 건반 위에
바람이 불어오는 
고요함의 노래를 만들어 냄은 
종달새의 아침이
이리도 곱고
때로는 눈물 한 방울 속에 들어있는
기다리는 숲이 이처럼 깊어짐을 알게 됩니다.
그래서 아름다운 날에요
노을 하나가 꽃이 되는 
그 찬란함의 비밀은 
보라색의 산 너머
노래의 이슬비들이 꽃잎으로 가려낸
나머지 노래를 덧붙인
별빛의 아침이 
산허리의 일곱 색은 붉은색을 기다립니다."
기억 속의 터널,최남균,"풀벌레  
투명한 내장을 품은 터널 
내면의 통로 끝에 걸려있는 
기억 속의 액자"
환경의 역습,최남균,"속도의 바퀴를 이탈한 타이어들
이 빠진 악어가 되어 
수면 위로 떠올랐다 

무감각한 도시는
날지 않는 새처럼 경계를 늦추었다"
장맛비,박인걸,"비오는 소리를 들을 뿐 창을 열지 않았다.
참았던 울음을 실컷 쏟아내는 비는
어떤 아낙네처럼 며칠 흐느낄 것이다.
채워질 수 없는 공격기제의 응어리들이
가슴속 깊이 덩어리로 떠돌다
고독의 온도계가 한계상황에 놓이면
뚝 터진 봇물처럼 눈물은 폭포를 이룬다.
삶의 무게들이 어깨를 짓누를 때면
고통은 벽돌처럼 켜켜이 쌓이고
위로받지 못하는 현실의 괴탄은
임계점을 돌파할 때 폭발한다.
먹구름이 서쪽하늘에서 치닫던 오전
나는 한 밤에 적림을 예감했다.
쌓이고 쌓인 분한한 감정을
대상 없이 아무데나 쏟아 부어서라도
가슴이 후련해진다면 나는 반갑게 맞겠다.
그 쓸쓸함과 허전함이 위로가 된다면
밤새 흐느끼는 소리를 참아 주리라.
해마다 비슷한 시기에
슈퍼스타 콘서트 예약처럼 찾아오는
이천이십 년의 여름 장맛비는
분요한 내 가슴도 훔쳐내고 있다."
꿈으로 가는 길,홍수희,"지는 해를 바라보며 뜨는 해를 나는 보네
너의 눈물을 바라보며 너의 미소를 나는 보네
천둥이 치고 번개가 치고 굵은 빗줄기 쏟아지는 
깜깜한 밤에 햇살 환한 대낮을 나는 보네
꿈의 텃밭에 바람이라는 씨앗을 심는 이여,
희망은 끝끝내 포기하지 않는 이의 것임을 
너의 눈물을 바라보며 너의 미소를 나는 보네"
노환,문재학,"소산문 재학

 그렇게도 정정하셨는데
백 세에 찾아든 노환
인력으로 어쩔 수 없어
애간장이 탄다.

 부축에 의한 아장걸음
휠체어에 의한 외출이
영원한 이별로 향하는 것 같아
답답한 마음. 목이매 인다.

 요양원에 보내면
너희들이 편할 텐데
이 와중에도 자식 걱정이시다.

 물 한 모금. 밥 한술 더 드리면서
자애로운 모습 가슴에 담고자
정성을 다하는 간병

 쓰라린 고뇌
이것도 행복인가.
천지신명이시어
이나마 오래 누리게 해주소서."
비가 내려도 도시는 이상하다,윤봉택,"안개 속으로 사라지는 미등 불빛을
바라보며 안개 속에서 튕겨 나올
전조등을 기다릴 때
빗방울 보다 먼저 후문을 여는
미화원 아저씨
는개로도 감춰지지 않은
거리의 아픔을
마음의 휴지통으로 여과시킨다.

그 날 비에 씻기지 못하고
그 바람처럼 날리지 않는
기다림의 크기를 생각하는 것은
얼마나 잔인한가
시방도 폐수의 무거움을 버티지 못하고
허물어지는 도시의 축대들
넘쳐흐르는 하수구 속에는
더 넘쳐야 할 아픔들이 있음을 
저들은 
쉽게 기억하지 못하리라

 
한국자유시선 제18집, 1997"
국회의 조종을 울려라,윤봉택,"해산해도 울어줄
사람
없을 15대 
국민의 국회라 말하면
삼십봉이니

이 모진 시대의 아버지가
아들의 손가락을
끊어도, 아들에게 위안 받는
저 뜨거운 피눈물 앞에
오체투지하여 참회하라

그리하여
시외버스를 타고 어머니의 고향으로
물러나 빗물에 잠긴 
볍씨 한 톨
건져 올릴지니.

하면 그루터기 
새벽닭 세 번 울기 전에
선량의 길을 
일러주리니

 
서귀포문학 제9집, 1998"
장맛비 유감,오보영,"오  보  영

 
막무가내 
내리는 비

어찌 막으랴

오는대로
그저

지켜볼 수밖에..

마구 
쏟아 붓는 비

어찌 피하랴

우산 쓰고
갈 길 향해

나설 수밖에..

갈길 
막아서는 비

어찌 당하랴

가능한 길 
찾아

돌아갈 수밖에.."
비비추,목필균,"봄비 내려 굳은 땅 풀리면
여리 잎 비비 꼬며 나오고
하지 볕에 푸른 잎 무성하게 펼쳐들어
꽃대를 쑤욱 밀어 올리면
층층이 여린 여인의 모습으로 꽃이 핀다

사랑하는 이에게
 꽃다발을 선물하면
하늘이 내린 인연이 된다는 아름다운 꽃말

꽃말처럼 귀한 인연으로
나는 너를 보고
너는 내 눈앞에 있고
하루의 시작도 기쁨이 된다"
연꽃으로 피어나다,목필균,"보이지 않는다고 없는 것이 아니고
보인다고 다 알 수 없어
오감에 머물러 마음을 내지 말라 하네

손 흔들지 않아도 가는 세월
돌아보면 물거품 같더라고
새벽마다 올리는 기도도 무상하네

진흙에 발 묻고
어둠 속 깊숙이 벋어나간 생각의 타래
얽히고설키며 묵묵히 견뎌내더니

어리연으로 노랗게 피어나네"
어느 여름 밤,김덕성,"세미하게 들려오는
바람소리 아니 님의 숨결인 듯
밤을 깨우며 스쳐간다

하얗게 불타는 나의 영혼
님의 형상이 희미하게 떠오르는
기다리다 못해 이제 지쳐버린
긴 여름밤에 찾아 헤맨다

폭염으로 이어지는 열대야
긴긴 여름밤을 촛불로 불 밝히며
꿈 같이 흘러가는 세월 속에
행여나 님이 오시려나

그 날 떠나시며 꼭
다시 오시겠다고 한 그 한마디
어둠속에 불을 밝히며 기다리는데
고요 속에 님의 고운 숨결인 둣
세미하게 들려올 뿐"
보랏빛 마음이라는 외로움의 모퉁이  별들이 그려놓은  하얀 눈빛을 닮은 가로등,정세일,"보랏빛 마음이라는 외로움의 모퉁이
별들이 그려놓은
하얀 눈빛을 닮은 가로등
그 하얀 그리움이 걸어가는
수필의 골목길에
손끝에 떨림을 
네모로 만들어 내는
그 견고함과 정교함의 섬세함은 
거친면을 매끄럽고
네 개의 잔잔함이 일치되는 기둥을 세우고 있습니다
그렇게 외로움과 허수아비 
가을날에 꿈으로
별빛이 되어 흘러가
단 한 페이지 안개처럼 남아있는 
노을이 조각을 세운
네모남의 바둑판 안에
정교하게 가로와 그어두고
바람의 이야기를 모을 수 있도록
강물의 넓이는 
그리고 생각이 깊고
천년이 지나도
이슬비가 내리고 있는
종달새가 가지고 오는 
봄이 있는 들판
노란색의 동그라미들이 굴러와 
꽃잎의 테두리
굵은 선을 만들고
고랑을 파서
그 안에 초록색의 잉크를 칠하면
꽃들의 한숨이 있는 아침을 완성합니다.
그렇게 별빛의 곁으로 가버린
아름다움의 눈물
어쩌면 여름을 먼저 보낸  
나뭇잎 서성거리는 발걸음은
실로폰이 가지고 싶어 하는
강물 같은 피아노
그 안에 들어있는
노래의 손가락들이 살며시 튕겨보는
가는 선마다 은빛 실을 매달아 봅니다"
전쟁터,최남균,"가을이 시작되자
씨앗의 폭탄이 폭발하였다
화려한 파편에
감성은 온통 피투성이다 

지금 꽃밭은 다"
오브제,최남균,"낫칼로 감춰진 새 살을 찾아냈었지
염 할 때도 아버지 발뒤꿈치는 험악해서
산 사람의 숨소리마저 몰입했지만
당신의 인생이 단단했던 것처럼 
죽음의 결조차 건조한 각질이었어"
십리 대숲에서 / 류인순,류인순,"눈가고 마음 가고
발길 닿는 곳
온통 대나무 숲이다 

일상에 지친 영혼
삶에 충전이 필요한 날
청청한 그곳에 간다 

대숲 사이 길게 뻗은
산책길 걷다 보면
바람에 댓잎 사각사각

태화강 십리 대숲에서
무상무념으로
나도 한 그루 대나무가 된다.

 

 

 

 

 
."
천날의 고요함의 의미 안에  알 수 없는 숲들의 느낌,정세일,"천날의 고요함의 의미 안에
알 수 없는 숲들의 느낌
그리고 꽃잎의 언어로
하나둘 만들어진
그리움의 엽서
이제 봄으로 피고 지는
그 애태움이
꽃들의 분수대에 
청개구리 소리가 
풍덩거리는 두 손으로 
허공을 저어 그 아침의 스러짐을 
달빛으로 마음으로 심어 꿈의 시간을 기다립니다.
향기의 언덕마다
무지개의 메아리의
고운 생각이 시리도록
종달새의 편지에 실어오면
그 기초 안에 
네 개의 나무들이 
은빛 종소리를 매달아
천년의 시작을 알리는
처음 사랑의 심장은 이렇게 뜨겁게 
순서를 보내와
어머니의 기도 소리는 
겨울나무들의 고요함의 떨림을
하나 없이 만들고
순수를 위한 
기다림의 감동으로 
꽃들의 고운 눈매를 두드려야 함을 알게 합니다
그렇게 숲이 되는 길
분홍빛 빗소리로
숲의 중앙에
하얀 연못의 바라봄을 
꽃잎들의 껍질을 벗겨내
그 안에 숨어있는
싸락눈의 발걸음 소리를
나비들의 고운 한 페이지 먼 곳에서 찾아냅니다
아름다움이 이미
숲이 되어 꽃의 날개를 잊어버린
슬픔의 조각들을 다시 모을 수 있도록"
건반 위의 그리움,도지현,"며칠 쉬는 동안
해묵은 책장을 정리하는데
무슨 보물인 양
처녀 때부터 끼고 다닌 책에서
흑백의 추억 하나가 떨어진다

흐린 시력 속에서
아스라한 기억의 한 단면이 보이고
눈물이 방울 되어
발끝으로 또르르 굴러간다

구르는 방울에 뒤섞인 추억
피아노의 건반을 죄다 두드리는
큰 울림이 되어 뇌리를 흔드는데

피아니스트가 꿈인 사람
안개비 속으로 사라져 간 사랑
흑백의 건반 위에 
그리움 하나가 뽀얗게 피어오르는데
   도지현

며칠 쉬는 동안
해묵은 책장을 정리하는데
무슨 보물인 양
처녀 때부터 끼고 다닌 책에서
흑백의 추억 하나가 떨어진다

흐린 시력 속에서
아스라한 기억의 한 단면이 보이고
눈물이 방울 되어
발끝으로 또르르 굴러간다

구르는 방울에 뒤섞인 추억
피아노의 건반을 죄다 두드리는
큰 울림이 되어 뇌리를 흔드는데

피아니스트가 꿈인 사람
안개비 속으로 사라져 간 사랑
흑백의 건반 위에 
그리움 하나가 뽀얗게 피어오르는데"
상상 속의 광장,최남균,"내 상상엔 광장 따윈 없어
이미 도시는 황폐하여 사람들은 숨었고 개미들이 점령했거든
점심시간이 되면 저 지하에서 개미 떼가 즐비하게 나올 거야"
병풍,최남균,"가림막도 때로는 수묵화가 된다

고단한 하루의 노동이
바람의 터치에 흔들리는 그림자

석양의 여적이
노동자 웃음꽃으로 번지는 여백"
자랑,송정숙,"젊다는 것은
자랑할만하다
앞길을 선택할 시간이
얼마나 많은가..."
참나리꽃 연가,김덕성,"7월이 열리면서
우리 집 화단에 무리지어 피어난
주황빛으로 밝히는 참나리 꽃
그 미소가 아름답다

깨끗한 마음을 가진
순결한 사랑의 여인이라서 그런지
수줍어 고개 떨군 겸손한 모습이
아름다움이 가득 들어낸다

누구에게도 빼앗길 수 없는
뜨거운 사랑만은 초록 숲에 간직
님께 사랑의 꽃등 밝히는 점박이
호랑이 나리꽃 이여

하늘에 두고
한 점 부끄럼 없는 순결한 사랑 꽃
늘씬한 키 큰 꽃송이로 서서
애절함으로 님 가다리는데"
영혼에게,송정숙,"세상일
모두 내려놓고
잠자리에 든다

살아온 길
펄펄 끓던,용기도
옆으로 밀어두었던
이별의 아픔과 슬픔
스쳐 간 인연들의
울고 웃던
수많은 이야기들...

사랑한 순간들의
행복과 즐거움으로
내려놓아야 할 시간

한 방울 눈물도
후회도 없이 웃음으로
가볍게 가기 위해
연습하러 가자

너와도 헤어지는
순간을 위해
고운 꿈속에서
말하리라 고마웠다고..."
별들이 밤새 만들어 놓은  고요함의 다리를 건너,정세일,"하얀 마음의 아름다움이 말하는 숲속
별들이 밤새 만들어 놓은
고요함의 다리를 건너
저 건너편의 노래 동산을 가져와
바람의 이야기를
그림처럼 들려줄 수 있는
아침 일기를 완성하면
서로의 위치에서 해야 할 일들의 
처음 순서를
정교하게 나팔꽃은 보라색으로
속삭임의 중심을 그려두고
반달의 처음 수업에
저녁 하늘에 피어오르는
안개와 봄날에 아련함을 
풀잎 도화지에 나누어 놓고 있습니다
언젠가는 그렇게 
강물의 가져야 할 감정을 숨김없이
흘러오면
팔랑개비의 풍차를 돌려
노래의 합창 소리를
봄의 이슬비로 곱게 물방울로 
다듬어야 하는 
이슬비의 고운 악보 속에
쉼표와 느림이 동시에 서 있는 
꽃들이 시간이 그려내는
아름다움의 시작으로
별빛을 보내주시는
어머니의 강물
그 눈물의 중심에 동그라미를 그려지도록 
숲속의 저녁 거울은
이미 노래가 지나간 곳마다
어두워 지기 전에
그 빛남은 소리의 중심을 비춰줍니다
물거미들이 연못에 
풍덩거리는 
꽃들의 정성과 감동으로
곧 저녁노을이 되는
붉음과 분홍빛의 기다림을
노란 거미줄에 걸어두고"
논골포장마차,최남균,"시들시들한 저녁엔
막걸리에 북어찜이 생화같다

염병할 흔들린 술기운에
울멍울멍하던 막걸리병  서넛이
상바닥에 나뒹굴어 질펀하다"
낙화유수(落花流水),최남균,"청춘은 지는 꽃잎과 같고
유수는 돌이킬 수 없구나

심연의 계곡은 묵묵히 흐르고
캠핑장에 웃음꽃이 만발하였네"
숲에 앉아서,송정숙,"숲에 가야지
푸른 향기로
그리움이 잦아드니

숲에 가야지
너의 웃음에 
나뭇잎 살랑살랑

숲에 가야지
슬쩍슬쩍 스미는 햇볕은 
너의 장난기

숲에 앉아 
온전히 네 생각하면
돌아올 때, 입가에 웃음"
별하나 바람이 불어 만들어진 봄의 옷깃  그 시새움과 떨림은,정세일,"별하나 바람이 불어 만들어진 봄의 옷깃
그 시새움과 떨림은
꽃들의 입술이 떨리도록 
봄의 느낌에 서 있는 
비탈길에도 이슬비가 
은빛 미끄럼을 타고 오는 
아름다움의 빗변 속에 숨어있는 비밀
봄과 마음이 만남이
서로 주고받은 편지에 있는
한 줄 향기의 생각을 읽어
하얀 노래의 정원을 지나갈 수 있는
초록색 눈빛 떨림을
안개처럼 알아가는 그리움의 시간
낡은 의자에서 나는
삐걱 거리는 소리는
생쥐들이 호두 까기를 가져와
달빛이 비치는
동그라미를 깨어 
그 은근함과 다정함을 꺼내
바람의 숲처럼 쌓아두는
문풍지에 달린
반달이 종이접기는
어느새 아지랑이를 접어
봄이라는 외로움에 날개를 달아줍니다
꿈의 시작으로 가는 길
나무들이 작은 통나무집을 
몇 개쯤은 낫으로 거두어
고운 아침이 쉴 수 있는
산언덕에 놓아두면 
창문을 열어보는 달빛은
도란도란 속삭이는
나뭇잎의 휘파람 소리가
어쩌면 그리움의 가져야 할
바위고개에 있는
분홍빛으로 채 물들이지 못한
하얀 진달래를 닮았습니다
그렇게 달빛이 써 내려간
그리움의 좁은 골목엔
아직도 푸른 이끼들이 기다리고 있는데"
딱 거기까지만,신형식,"사라지고 또 사라져 가는
가냘프면서 끝없는 이별 앞에서
저 소리 들리는 곳까지
 따라가겠다고
영역표시 하고 있는 흔들림이
혹시 보이시나요

종착지 없는 저 소리
일단 멀어져 가던 새벽종소리
아쉬움인지 간절함인지
그대가 뜨고 있는 물수제비인지
고갯마루에 걸터앉은
한낱 바람소리인지

아직 들리시나요"
판박이 이영지,이영지,"어쩜 어  푸르셔요 판박이 눈이 와요
어어어  푸른 몸이 어어어 더 하얘요
오오래 푸르다못해 하얗도록 어허허

어쩜 어 우리도오 하늘에 닿도록 애
어쩜 어 늘 사랑 타 서로 들 보고 지고 
자고 나 깨어나서도 푸르도록 어허허

사랑 타 하얗도록 사랑 타 푸르도록 
하하아 내일 같고 호호호 오늘 같은 
어쩜 어 그대와 나는 복을 복을  어허허

좋구나 어허얼싸 맛있게 보글보글 
입에서 파랗고도 흰 복을 쏟아내요
어쩜 어 저절로 잘도 나오누나 어허허

좋구나 좋어 좋아 나 좋고 너도 좋고
파래서 좋고 좋아 하얘서 좋고좋아
온 팔을 휘둘러라아  어허얼싸 어허어"
그림자의 틈새,박종영,"어둠에서는 숨어 숨 쉴 수 있어도
빛 앞에서는 떨쳐내지 못하고 졸졸 달고 다니는
내 분신의 그림자,

지치지 않고 견고하여 질긴  
저토록 가벼운 몸뚱이 한 개를
오랜 축복의 영혼으로 불러도 괜찮지 않을까

빛깔도 소리도 냄새도 없는
실존의 버거운 질량의 혼백 같은
외로운 육신의 한쪽,

단단한 근육질에 옹골차게 박혀 있을
온갖 욕망의 현명한 길잡이같이
어떤 틈새도 보여주지 않는 회색의 분신,

 그리움의 무게로 서 있는 그림자 하나."
내 마음을 보소서,홍수희,"주님, 저는 말주변이 없어서
구구절절이 말씀드리지 못합니다.
매번 기도할 때마다 그렇습니다.

그저 당신의 이름을 부르는 것으로
저의 기도는 끝납니다.

하지만 저는 압니다,
나보다도 나를 세세히 아시는 주님,
당신은 이미 알고 계시는 것을

하오니 저는, 
그저 제 마음을 보여드릴 뿐입니다."
장마 빗줄기에,오보영,"오  보  영

 
줄줄

쏟
아
지
는

장마
빗줄기에

머릿속 
모두를

씻어내고 싶다

가슴속 
모두를

퍼 내리고 싶다"
그 계절이 떠난 자리,도지현,"그해 여름에도 그랬지
끝없이 쏟아지는 비를 보며
초 고대문명의 모든 종족의
홍수에 관한 전설을 생각한다

노아의 방주처럼
방주를 만들어 우리도 타고 
떠나야 하지 않을까 생각했지
그만큼 많은 비가
그해 여름에 왔어

모든 계절에 다 비는 오지만
여름이면 쏟아지는 비
많은 사람이 희생하고
재물의 손실은 또 얼마나 되었을까

여름이란 계절이 떠난 자리는
폐허 속에서 피폐해지고
모든 것을 잃은 이의 공허한 눈망울
엔 슬픔뿐이다"
풍경소리,목필균,"온갖 번뇌도 세월 따라 이슬처럼 사라지고

탐욕으로 물든 세상도 허상일 뿐이고

찰나처럼 흘러간다는 이승 

 

묵언수행 수없이 내려놓는 마음공부

연꽃으로 피어나기를

대웅전 삼존불 연화대에 앉아

뜬 눈으로 사바세계를 살펴주는데

 

풍경이 내는 소리인지

바람이 내는 소리인지

허공을 유영하는 물고기도 짤랑대며

솔바람을 탄다



 

 





 사바세계  석가가 교화하는 땅. 곧 괴로움이 많은 인간 세계를 이른다."
접시꽃,목필균,"한 여름 뜨거운 열정의 탑이 쌓여진다



붉은 동그라미 위에 붉은 동그라미

그 위에 다시 붉은 동그라미

흥건한 땀은 키를 높이고



높아진 만큼 넓어진 시야

네게로 가는 길이 보이게

간절한 기다림으로 피어나는데



감추고 보여주지 못했던 속마음

용기 내어 보여주는데

붉게 물든 얼굴 그대로 꽃 탑이 된다"
부여 서동 연꽃축제,靑山 손병흥,"우리나라에서도 가장 오래된
연꽃 흐드러지게 피어난 연못

가시연 백련 수련 홍련 등의
아름다운 연꽃 가득한 궁남지

연꽃 화원에서 피어난 사랑이란
이야기를 주제로 진행되는 축제장

다양한 테마로 꾸며진 연꽃정원
형형색색의 야간조명 속 공연들이

다채롭게 펼쳐지는 무대 행사장
각종 즐길거리 체험 이벤트 부스

연지 속 연꽃을 관람하며 즐기는
카누체험 연꽃투어 친환경 체험장

   

   

    
     

   ,   ,   
,"
